Aegilops tauschii
Amborella trichopoda
Arabidopsis lyrata
Theobroma cacao,C00009313,"{Epicatechin IN NAME} 3-O-L-Arabinopyranosyl-ent-epicatechin-(2alpha->7,4alpha->8)-epicatechin"
Theobroma cacao,C00009314,"{Epicatechin IN NAME} 3-O-beta-D-Galactopyranosyl-ent-epicatechin-(2alpha->7,4alpha->8)-epicatechin"
Theobroma cacao,C00009314,"{Epicatechin IN NAME} 3-O-beta-D-Galactopyranosyl-ent-epicatechin-(2alpha->7,4alpha->8)-epicatechin"
Theobroma cacao,C00013256,"{Epicatechin IN NAME} Epicatechin 8-C-beta-D-galactoside"
Theobroma cacao,C00013256,"{Epicatechin IN NAME} Epicatechin 8-C-beta-D-galactoside"
Theobroma cacao,C00036803,"{Catechin IN NAME} bis-8,8'-Catechinylmethane"
Vigna angularis,C00000947,"Catechin"
Vigna angularis,C00002526,"Genistein"
Vigna angularis,C00006614,"Cyanidin"
Vigna angularis,C00008817,"Gallocatechin"
Vigna angularis,C00008852,"{Catechin IN NAME} Catechin 7-O-beta-D-glucopyranoside"
Vigna angularis,C00009067,"{Catechin IN NAME} Catechin-(4alpha->8)-epiafzelechin"
Vigna angularis,C00009075,"{Cyanidin IN NAME} Procyanidin B1"
Vigna angularis,C00009453,"{Genistein IN NAME} 2'-Hydroxygenistein"
Vigna radiata,C00001059,"{Apigenin REL} Isovitexin"
Vigna radiata,C00001059,"{Apigenin REL} Isovitexin"
Vigna radiata,C00001110,"{Apigenin REL} Vitexin"
Vigna radiata,C00002526,"Genistein"
Vigna radiata,C00005141,"{Kaempferol IN NAME} Kaempferol 3-glucuronide"
Vigna radiata,C00005409,"{Quercetin IN NAME} Quercetin 3-O-sophoroside"
Vigna radiata,C00008817,"Gallocatechin"
Vigna radiata,C00014041,"{Apigenin REL} Isovitexin 6''-O-rhamnoside"
Vigna radiata,C00014041,"{Apigenin REL} Isovitexin 6''-O-rhamnoside"
Vitis vinifera,C00000947,"Catechin"
Vitis vinifera,C00000956,"Epicatechin"
Vitis vinifera,C00000958,"{Epigallocatechin REL} epi-Gallocatechin 3-O-gallate"
Vitis vinifera,C00000958,"{Epigallocatechin REL} epi-Gallocatechin 3-O-gallate"
Vitis vinifera,C00002374,"{Cyanidin IN NAME} Cyanidin 3-O-glucoside"
Vitis vinifera,C00002644,"{Catechin IN NAME} Pyrocatechin"
Vitis vinifera,C00002935,"{Cyanidin IN NAME} Procyanidin B4"
Vitis vinifera,C00006614,"Cyanidin"
Vitis vinifera,C00006793,"{Cyanidin IN NAME} Cyanidin 3-(6''-acetylglucoside)"
Vitis vinifera,C00008672,"{Kaempferol IN NAME} Dihydrokaempferol-3-O-alpha-L-rhamnopyranoside"
Vitis vinifera,C00008817,"Gallocatechin"
Vitis vinifera,C00008866,"{Epicatechin IN NAME} (-)-Epicatechin 3-O-gallate"
Vitis vinifera,C00008866,"{Epicatechin IN NAME} (-)-Epicatechin 3-O-gallate"
Vitis vinifera,C00008866,"{Epicatechin IN NAME} (-)-Epicatechin 3-O-gallate"
Vitis vinifera,C00008882,"{Gallocatechin IN NAME} Gallocatechin 3-O-gallate"
Vitis vinifera,C00008882,"{Gallocatechin IN NAME} Gallocatechin 3-O-gallate"
Vitis vinifera,C00009070,"{Cyanidin IN NAME} Procyanidin B6"
Vitis vinifera,C00009071,"{Cyanidin IN NAME} Procyanidin B3"
Vitis vinifera,C00009073,"{Cyanidin IN NAME} Procyanidin B8"
Vitis vinifera,C00009074,"{Cyanidin IN NAME} Procyanidin B7"
Vitis vinifera,C00009075,"{Cyanidin IN NAME} Procyanidin B1"
Vitis vinifera,C00009076,"{Cyanidin IN NAME} Procyanidin B5"
Vitis vinifera,C00009077,"{Cyanidin IN NAME} Procyanidin B2"
Vitis vinifera,C00009086,"{Epicatechin IN NAME} Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009086,"{Epicatechin IN NAME} Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009087,"{Epicatechin IN NAME} Epicatechin-(4beta->6)-epicatechin-(4beta->8)-epicatechin"
Vitis vinifera,C00009087,"{Epicatechin IN NAME} Epicatechin-(4beta->6)-epicatechin-(4beta->8)-epicatechin"
Vitis vinifera,C00009090,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-epicatechin-(4beta->6)-epicatechin"
Vitis vinifera,C00009090,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-epicatechin-(4beta->6)-epicatechin"
Vitis vinifera,C00009098,"{Cyanidin IN NAME} Procyanidin C1"
Vitis vinifera,C00009206,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->6)-catechin"
Vitis vinifera,C00009206,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->6)-catechin"
Vitis vinifera,C00009208,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-epicatechin"
Vitis vinifera,C00009208,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-epicatechin"
Vitis vinifera,C00009210,"{Epicatechin IN NAME} Catechin-(4alpha->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009210,"{Epicatechin IN NAME} Catechin-(4alpha->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009211,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009211,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009212,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009212,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009213,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009213,"{Epicatechin IN NAME} 3-O-Galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009224,"{Epicatechin IN NAME} [Epicatechin-(4beta-8)]2-epicatechin-3-O-gallate"
Vitis vinifera,C00009224,"{Epicatechin IN NAME} [Epicatechin-(4beta-8)]2-epicatechin-3-O-gallate"
Vitis vinifera,C00009225,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009225,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-catechin"
Vitis vinifera,C00009228,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate"
Vitis vinifera,C00009228,"{Epicatechin IN NAME} Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate"
Volvox carteri f. nagariensis
Zea mays,C00000674,"Luteolin"
Zea mays,C00000938,"{Myricetin IN NAME} Dihydromyricetin"
Zea mays,C00000982,"Naringenin"
Zea mays,C00001059,"{Apigenin REL} Isovitexin"
Zea mays,C00001059,"{Apigenin REL} Isovitexin"
Zea mays,C00002374,"{Cyanidin IN NAME} Cyanidin 3-O-glucoside"
Zea mays,C00002526,"Genistein"
Zea mays,C00003817,"Apigenin"
Zea mays,C00004565,"Kaempferol"
Zea mays,C00004631,"Quercetin"
Zea mays,C00005412,"{Quercetin IN NAME} Quercetin 3-O-neohesperidoside"
Zea mays,C00005427,"{Quercetin IN NAME} Quercetin 3,7-O-beta-diglucopyranoside"
Zea mays,C00005435,"{Quercetin IN NAME} Quercetin 3,3'-diglucoside"
Zea mays,C00005525,"{Quercetin REL} Isorhamnetin 3-O-glucoside"
Zea mays,C00005547,"{Quercetin REL} Isorhamnetin 3-O-neohesperidoside"
Zea mays,C00005561,"{Quercetin REL} Isorhamnetin 3,4'-diglucoside"
Zea mays,C00005602,"{Quercetin IN NAME} Quercetin 3,7-dimethyl ether 5-glucoside"
Zea mays,C00006614,"Cyanidin"
Zea mays,C00006796,"{Cyanidin IN NAME} Cyanidin 3-(6''-malonylglucoside)"
Zea mays,C00006799,"{Cyanidin IN NAME} Cyanidin 3-(3'',6''-dimalonylglucoside)"
Zea mays,C00007234,"{Kaempferol IN NAME} dihydrokaempferol"
Zea mays,C00014063,"{Luteolin IN NAME} 2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-luteolin"
Zea mays,C00014064,"{Luteolin IN NAME} 2''-O-alpha-L-Rhamnosyl-6-C-quinovopyranosyl-luteolin"
Zea mays,C00052643,"{Naringenin IN NAME} 2-hydroxynaringenin"
Ziziphus jujuba,C00000947,"Catechin"
Ziziphus jujuba,C00002644,"{Catechin IN NAME} Pyrocatechin"
Ziziphus jujuba,C00005413,"{Quercetin REL} Rutin"
Ziziphus jujuba,C00006398,"{Naringenin IN NAME} 6,8-Di-C-glucopyranosylnaringenin"
Ziziphus jujuba,C00008808,"{Catechin IN NAME} ent-Catechin"
Glycine soja
Medicago truncatula,C00000674,"Luteolin"
Medicago truncatula,C00000938,"{Myricetin IN NAME} Dihydromyricetin"
Medicago truncatula,C00000947,"Catechin"
Medicago truncatula,C00000956,"Epicatechin"
Medicago truncatula,C00000982,"Naringenin"
Medicago truncatula,C00001071,"Myricetin"
Medicago truncatula,C00002526,"Genistein"
Medicago truncatula,C00003817,"Apigenin"
Medicago truncatula,C00004565,"Kaempferol"
Medicago truncatula,C00004631,"Quercetin"
Medicago truncatula,C00006614,"Cyanidin"
Medicago truncatula,C00006925,"Isoliquiritigenin"
Medicago truncatula,C00007233,"{Naringenin IN NAME} Naringenin chalcone"
Medicago truncatula,C00007234,"{Kaempferol IN NAME} dihydrokaempferol"
Medicago truncatula,C00007235,"{Cyanidin IN NAME} Leucocyanidin"
Medicago truncatula,C00008817,"Gallocatechin"
Medicago truncatula,C00008818,"Epigallocatechin"
Medicago truncatula,C00010110,"{Genistein IN NAME} Genistein 7-O-beta-D-glucoside 6''-O-malonate"
Rosa chinensis
Vigna unguiculata
Raphanus sativus,C00000674,"Luteolin"
Raphanus sativus,C00000982,"Naringenin"
Raphanus sativus,C00000997,"{Naringenin IN NAME} 6-Prenylnaringenin"
Raphanus sativus,C00003817,"Apigenin"
Raphanus sativus,C00004565,"Kaempferol"
Raphanus sativus,C00004631,"Quercetin"
Raphanus sativus,C00004635,"{Quercetin REL} Isorhamnetin"
Raphanus sativus,C00004636,"{Quercetin REL} Tamarixetin"
Raphanus sativus,C00005145,"{Kaempferol IN NAME} Kaempferol 7-alpha-L-arabinoside"
Raphanus sativus,C00005374,"{Quercetin IN NAME} Quercetin3-O-alpha-rhamnopyranoside"
Raphanus sativus,C00005556,"{Quercetin REL} Isorhamnetin 3,7-di-O-beta-glucopyranoside"
Raphanus sativus,C00006614,"Cyanidin"
Raphanus sativus,C00006850,"{Cyanidin IN NAME} Cyanidin 3-(6''-caffeyl-6'''-ferulylsophoroside)-5-glucoside"
Raphanus sativus,C00007234,"{Kaempferol IN NAME} dihydrokaempferol"
