ACANTHACEAE#ADHATODA VASICA#QUERCETIN
CLUSIACEAE#HYPERICUM PSEUDOPETIOLATUM#QUERCETIN
CLUSIACEAE#HYPERICUM PTARMICIFOLIUM#QUERCETIN
CLUSIACEAE#HYPERICUM PUBESCENS#QUERCETIN
CLUSIACEAE#HYPERICUM PULCHRUM#QUERCETIN#QUERCETIN-3-O-XYLOSIDE
CLUSIACEAE#HYPERICUM PUNCTATUM#QUERCETIN
CLUSIACEAE#HYPERICUM PYRAMIDATUM#QUERCETIN
CLUSIACEAE#HYPERICUM REFLEXUM#QUERCETIN
CLUSIACEAE#HYPERICUM REPENS#QUERCETIN
CLUSIACEAE#HYPERICUM REPTANS#QUERCETIN
CLUSIACEAE#HYPERICUM RUMELIACUM#QUERCETIN
CLUSIACEAE#HYPERICUM SALSUGINEUM#QUERCETIN
CLUSIACEAE#HYPERICUM SAMPSONII#QUERCETIN
CLUSIACEAE#HYPERICUM SCABRUM#QUERCETIN#QUERCETIN-3-O-BETA-L-ARABINOSIDE
CLUSIACEAE#HYPERICUM SIKOKUMONTANUM#QUERCETIN
CLUSIACEAE#HYPERICUM STRAGULUM#QUERCETIN-3-O-GLYCOSIDE
CLUSIACEAE#HYPERICUM SUBALATUM#QUERCETIN
CLUSIACEAE#HYPERICUM TETRAPETALUM#QUERCETIN
CLUSIACEAE#HYPERICUM TETRAPTERUM#QUERCETIN
CLUSIACEAE#HYPERICUM THASIUM#QUERCETIN
CLUSIACEAE#HYPERICUM TOMENTOSUM#QUERCETIN
CLUSIACEAE#HYPERICUM TRIQUETRIFOLIUM#QUERCETIN
CLUSIACEAE#HYPERICUM UNDULATUM#QUERCETIN#QUERCETIN-3-SULFATE#QUERCETIN-3-XYLOSIDE
CLUSIACEAE#HYPERICUM URALUM#QUERCETIN
CLUSIACEAE#HYPERICUM VENUSTUM#QUERCETIN
CLUSIACEAE#HYPERICUM WIGHTIANUM#
CLUSIACEAE#HYPERICUM XYLOSTEIFOLIUM#QUERCETIN
CLUSIACEAE#TRIADENUM JAPONICUM#QUERCETIN
CLUSIACEAE#VISMIA MAGNOLIAEFOLIA#QUERCETIN
CLUSIACEAE#VISMIA MEXICANA#QUERCETIN
CLUSIACEAE#VISMIA PARVIFLORA#QUERCETIN
COCHLOSPERMACEAE#COCHLOSPERMUM INSIGNE#QUERCETIN
COCHLOSPERMACEAE#COCHLOSPERMUM ORINOCENSE#QUERCETIN
COCHLOSPERMACEAE#COCHLOSPERMUM TINCTORIUM#QUERCETIN#QUERCETIN,4'-5-DIMETHYL:
COMBRETACEAE#ANOGEISSUS LATIFOLIA#QUERCETIN-3-O-BETA-D-GALACTOPYRANOSYL-(1-4)-O-ALPHA-L-RHAMNOPYRANOSIDE
COMBRETACEAE#CALYCOPTERIS FLORIBUNDA#QUERCETIN
COMBRETACEAE#GUIERA SENEGALENSIS#QUERCETIN#QUERCETIN-3-O-ALPHA-L-ARABINOPYRANOSIDE#QUERCETIN-3-O-BETA-D-(6''-O-GALLOYL)-GALACTOPYRANOSIDE
COMBRETACEAE#TERMINALIA ARJUNA#QUERCETIN-7-O-RHAMNOSIDE
COMBRETACEAE#TERMINALIA CHEBULA#QUERCETIN
COMBRETACEAE#TERMINALIA IVORENSIS#QUERCETIN
COMBRETACEAE#TERMINALIA MACROPTERA#QUERCETIN,3-O-GLUCORHAMNOSYL:
CONNARACEAE#ROUREA INDUTA#QUERCETIN
CONVOLVULACEAE#ARGYREIA MOLLIS#
CONVOLVULACEAE#ARGYREIA NERVOSA#QUERCETIN
CONVOLVULACEAE#ARGYREIA SPECIOSA#QUERCETIN
CONVOLVULACEAE#CONVOLVULUS ARVENSIS#QUERCETIN
CONVOLVULACEAE#CRESSA CRETICA#QUERCETIN
CONVOLVULACEAE#CUSCUTA AUSTRALIS#QUERCETIN
CONVOLVULACEAE#CUSCUTA CAMPESTRIS#QUERCETIN
CONVOLVULACEAE#CUSCUTA CHINENSIS#QUERCETIN#QUERCETIN-3-O-APIOSYL(1-2)-GALACTOSIDE
CONVOLVULACEAE#CUSCUTA EPITHYMUM#QUERCETIN-3-O-BETA-D-GLUCO-GALACTOSIDE
CONVOLVULACEAE#CUSCUTA EUROPAEA#QUERCETIN
CONVOLVULACEAE#CUSCUTA GRONOVII#QUERCETIN
CONVOLVULACEAE#CUSCUTA LUPULIFORMIS#QUERCETIN
CONVOLVULACEAE#CUSCUTA ODORATA#QUERCETIN
CONVOLVULACEAE#CUSCUTA PEDICELLATA#QUERCETIN
CONVOLVULACEAE#CUSCUTA PLATYLOBA#QUERCETIN
CONVOLVULACEAE#CUSCUTA RACEMOSA#
CONVOLVULACEAE#CUSCUTA REFLEXA#QUERCETIN
CONVOLVULACEAE#IPOMOEA AQUATICA#QUERCETIN,4'-METHOXY:
CONVOLVULACEAE#IPOMOEA BATATAS#QUERCETIN
CONVOLVULACEAE#IPOMOEA CAIRICA#QUERCETIN,4'-7-DIMETHYL:
CONVOLVULACEAE#IPOMOEA CAIRICA_cv.PINK#QUERCETIN,3'-4'-DIMETHOXY:
CONVOLVULACEAE#IPOMOEA FISTULOSA#QUERCETIN-3-GALACTOSYL(6'-1'')-RHAMNOSIDE
CONVOLVULACEAE#IPOMOEA NIL#QUERCETIN-4-O-BETA-D-GLUCOSIDE
CONVOLVULACEAE#IPOMOEA PES-CAPRAE#QUERCETIN
CONVOLVULACEAE#IPOMOEA PES-CAPRAE_ssp.PES-CAPRAE#QUERCETIN
CONVOLVULACEAE#IPOMOEA REGNELLII#
CONVOLVULACEAE#IPOMOEA SEPIARIA_var.SEPIARIA#QUERCETIN,3'-4'-DIMETHOXY:
CONVOLVULACEAE#IPOMOEA SEPIARIA_var.STIPULACEA#QUERCETIN,3'-METHOXY:
CORIARIACEAE#CORIARIA INTERMEDIA#QUERCETIN
CORIARIACEAE#CORIARIA RUSCIFOLIA#QUERCETIN#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
CORNACEAE#CORNUS ALBA#QUERCETIN
CORNACEAE#CORNUS ALTERNIFOLIA#QUERCETIN
CORNACEAE#CORNUS AUSTRALIS#QUERCETIN
CORNACEAE#CORNUS CANADENSIS#QUERCETIN#QUERCETIN-3-O-BETA-D-SOPHOROSIDE
CORNACEAE#CORNUS CAPITATA#QUERCETIN
CORNACEAE#CORNUS CONTROVERSA#QUERCETIN
CORNACEAE#CORNUS FLORIDA#QUERCETIN
CORNACEAE#CORNUS KOUSA_var.CAPITATA#QUERCETIN
CORNACEAE#CORNUS MACROPHYLLA#QUERCETIN
CORNACEAE#CORNUS MAS#QUERCETIN
CORNACEAE#CORNUS NUTTALLII#QUERCETIN
CORNACEAE#CORNUS OFFICINALIS#QUERCETIN
CORNACEAE#CORNUS PAUCINERVIS#QUERCETIN
CORNACEAE#CORNUS RUGOSA#QUERCETIN
CORNACEAE#CORNUS UNALASCHKENSIS#QUERCETIN-3-O-BETA-D-GENTIOBIOSIDE
CORNACEAE#CORNUS VOLKENSII#QUERCETIN
CORNACEAE#CORNUS WALTERI#QUERCETIN
CRASSULACEAE#AEONIUM ARBOREUM#
CRASSULACEAE#AEONIUM DECORUM#QUERCETIN
CRASSULACEAE#AEONIUM GLUTINOSUM#QUERCETIN
CRASSULACEAE#AEONIUM HOLOCHRYSUM#
CRASSULACEAE#AEONIUM LEUCOBLEPHARUM#
CRASSULACEAE#AEONIUM LINDLEYI#
CRASSULACEAE#AEONIUM RUBROLINEATUM#
CRASSULACEAE#AEONIUM SEDIFOLIUM#
CRASSULACEAE#BRYOPHYLLUM PINNATUM#QUERCETIN#QUERCETIN-3-O-ALPHA-L-ARABINOPYRANOSYL(1-2)-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-O-DIARABINOSIDE
CRASSULACEAE#HYLOTELEPHIUM MINGJINIANUM#QUERCETIN
CRASSULACEAE#KALANCHOE GRACILIS#QUERCETIN
CRASSULACEAE#KALANCHOE LAXIFLORA#QUERCETIN
CRASSULACEAE#KALANCHOE PROLIFERA#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-XYLOPYRANOSIDE
CRASSULACEAE#KALANCHOE SPATHULATA#QUERCETIN
CRASSULACEAE#OROSTACHYS FIMBRIATUS#QUERCETIN
CRASSULACEAE#OROSTACHYS JAPONICUS#QUERCETIN
CRASSULACEAE#RHODIOLA ATUNTSUENSIS#QUERCETIN
CRASSULACEAE#RHODIOLA COCCINEA#QUERCETIN
CRASSULACEAE#RHODIOLA HETERODONTA#QUERCETIN
CRASSULACEAE#RHODIOLA QUADRIFIDA#QUERCETIN
CRASSULACEAE#RHODIOLA VIRIDULA#QUERCETIN
CRASSULACEAE#SEDUM ACRE#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
CRASSULACEAE#SEDUM AIZOON#QUERCETIN#QUERCETIN-3-(2''-GALLOYL)-RHAMNOSIDE
CRASSULACEAE#SEDUM ALBUM#QUERCETIN
CRASSULACEAE#SEDUM ALFREDII#QUERCETIN
CRASSULACEAE#SEDUM ALPESTRE#QUERCETIN
CRASSULACEAE#SEDUM ANGLICUM#QUERCETIN
CRASSULACEAE#SEDUM ANNUUM#QUERCETIN
CRASSULACEAE#SEDUM APOLEIPON#QUERCETIN
CRASSULACEAE#SEDUM BORISSOVAE#QUERCETIN
CRASSULACEAE#SEDUM BRISSEMORETI#QUERCETIN
CRASSULACEAE#SEDUM CAUCASICUM#QUERCETIN
CRASSULACEAE#SEDUM EUXINUM#QUERCETIN
CRASSULACEAE#SEDUM EWERSII#QUERCETIN
CRASSULACEAE#SEDUM FARINOSUM#QUERCETIN
CRASSULACEAE#SEDUM FORSTERIANUM#QUERCETIN
CRASSULACEAE#SEDUM FUSIFORME#QUERCETIN
CRASSULACEAE#SEDUM GRISEBACHII#QUERCETIN
CRASSULACEAE#SEDUM LACONICUM_ssp.LACONICUM#QUERCETIN
CRASSULACEAE#SEDUM LACONICUM_ssp.PALLIDUM#QUERCETIN
CRASSULACEAE#SEDUM LITOREUM#QUERCETIN
CRASSULACEAE#SEDUM LYDIUM#QUERCETIN
CRASSULACEAE#SEDUM MAXIMUM#QUERCETIN
CRASSULACEAE#SEDUM MELANANTHERUM#QUERCETIN
CRASSULACEAE#SEDUM MEYERI-JOHANNIS#QUERCETIN
CRASSULACEAE#SEDUM MONTANUM#QUERCETIN#QUERCETIN,8-METHOXY:
CRASSULACEAE#SEDUM MONTANUM_ssp.MONTANUM#QUERCETIN
CRASSULACEAE#SEDUM MONTANUM_ssp.ORIENTALE#QUERCETIN
CRASSULACEAE#SEDUM MULTICEPS#QUERCETIN
CRASSULACEAE#SEDUM OCHROLEUCUM#QUERCETIN
CRASSULACEAE#SEDUM PRUINATUM#QUERCETIN
CRASSULACEAE#SEDUM PURPUREUM#QUERCETIN
CRASSULACEAE#SEDUM REFLEXUM#QUERCETIN
CRASSULACEAE#SEDUM RUPESTRE_ssp.ERECTUM#QUERCETIN
CRASSULACEAE#SEDUM SAMIUM#QUERCETIN
CRASSULACEAE#SEDUM SEDIFORME#QUERCETIN
CRASSULACEAE#SEDUM SEXANGULARE#QUERCETIN
CRASSULACEAE#SEDUM TELEPHIUM#QUERCETIN-3-O-NEOHESPERIDOSIDE-7-O-ALPHA-RHAMNOSIDE
CRASSULACEAE#SEDUM TELEPHIUM_ssp.MAXIMUM#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE
CRASSULACEAE#SEDUM TENUIFOLIUM_ssp.IBERICUM#QUERCETIN
CRASSULACEAE#SEDUM TENUIFOLIUM_ssp.TENUIFOLIUM#QUERCETIN
CRASSULACEAE#SEDUM TUBEROSUM#QUERCETIN
CRASSULACEAE#SEDUM URSI#QUERCETIN
CRASSULACEAE#SEDUM URVILLEI#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ADENOTRICHUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ALTUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ARACHNOIDEUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ARMENUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ATLANTICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM BALLSII#QUERCETIN
CRASSULACEAE#SEMPERVIVUM BORISSOVAE#QUERCETIN
CRASSULACEAE#SEMPERVIVUM CANTABRICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM CAUCASICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM CILIOSUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM DZHAVACHISCHVILI#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ERYTHRAEUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM FURSEORUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM GRANDIFLORUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM INGWERSENII#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ITALICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM KINDINGERI#QUERCETIN
CRASSULACEAE#SEMPERVIVUM KOSANINII#QUERCETIN
CRASSULACEAE#SEMPERVIVUM LEUCANTHUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM MACEDONICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM MARMOREUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM MONTANUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM OSSETIENSE#QUERCETIN
CRASSULACEAE#SEMPERVIVUM REGINAE-AMALIAE#QUERCETIN
CRASSULACEAE#SEMPERVIVUM RUTHENICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM TECTORUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM THOMPSONINANUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM TRANSCAUCASICUM#QUERCETIN
CRASSULACEAE#SEMPERVIVUM ZELEBORI#QUERCETIN
CUCURBITACEAE#BRYONIA DIOICA#QUERCETIN-3-MONOGLYCOSIDE
CUCURBITACEAE#CUCUMIS SATIVUS#QUERCETIN
CUCURBITACEAE#CUCURBITA MAXIMA#QUERCETIN
CUCURBITACEAE#ECBALLIUM ELATERIUM#QUERCETIN-3-GALACTOSYL-RHAMNOSYL-GLUCOSIDE
CUCURBITACEAE#GYNOSTEMMA PUBESCENS#QUERCETIN
CUCURBITACEAE#GYNOSTEMMA YIXINGENSE#QUERCETIN
CUCURBITACEAE#MARAH FABACEA#QUERCETIN-3-O-BETA-D-RUTINOSIDE-7-O-BETA-D-GLUCOSIDE
CUCURBITACEAE#MARAH OREGANUS#QUERCETIN-3-O-DIGLUCOSIDE
CUCURBITACEAE#SICANA ODORIFERA#QUERCETIN
CUCURBITACEAE#TRICHOSANTHES ANGUINA#QUERCETIN
CUPRESSACEAE#AUSTROCEDRUS CHILENSIS#QUERCETIN,ISO:
CUPRESSACEAE#CALLITRIS COLUMELLARIS#QUERCETIN
CUPRESSACEAE#CHAMAECYPARIS FORMOSENSIS#QUERCETIN
CUPRESSACEAE#CHAMAECYPARIS OBTUSA#QUERCETIN
CUPRESSACEAE#CUPRESSUS CASHMERIANA#QUERCETIN-3-O-(6''-O-ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE
CUPRESSACEAE#CUPRESSUS LAWSONIANA#QUERCETIN
CUPRESSACEAE#CUPRESSUS SEMPERVIRENS#QUERCETIN
CUPRESSACEAE#CUPRESSUS SEMPERVIRENS_var.HORIZONTALIS#QUERCETIN
CUPRESSACEAE#JUNIPERUS CHINENSIS#QUERCETIN
CUPRESSACEAE#JUNIPERUS COMMUNIS#QUERCETIN#QUERCETIN,ISO:#QUERCETIN-3-O-ALPHA-L-ARABINOSYL-GLUCOSIDE
CUPRESSACEAE#JUNIPERUS PHOENICEA#QUERCETIN
CUPRESSACEAE#JUNIPERUS SABINA#QUERCETIN-3-ALPHA-L-RHAMNOFURANOSIDE#QUERCETIN-3-O-(6-O-BETA-RHAMNOSYL-BETA-D-GLUCOPYRANOSIDE)
CUPRESSACEAE#LIBOCEDRUS BIDWILLII#QUERCETIN-3-O-ALPHA-(2-O-PARA-BENZOYL-4-O-PARA-COUMAROYL-RHAMNOPYRANOSIDE#QUERCETIN-3-O-ALPHA-(2-O-PARA-HYDRODXY-BENZOYL-4-O-PARA-COUMAROYL-RHAMNOPYRANOSIDE)#QUERCETIN-3-O-ALPHA-(2-PARA-HYDROXY-BENZOYL-4-O-PARA-COUMAROYL-RHAMNOPYRANOSIDE)
CUPRESSACEAE#LIBOCEDRUS PLUMOSA#QUERCETIN-3-RHAMNOSIDE-7-GLUCOSIDE
CUPRESSACEAE#NEOCALLITROPSIS PANCHERI#QUERCETIN-3-O-ALPHA-(2-O-PARA-HYDROXY-BENZOYL-4-O-PARA-COUAROYL-RHAMNOPYRANOSIDE)
CUPRESSACEAE#PAPUACEDRUS PAPUANA#QUERCETIN,ISO:
CUPRESSACEAE#THUJA OCCIDENTALIS#QUERCETIN
CUPRESSACEAE#THUJA ORIENTALIS#QUERCETIN#QUERCETIN-7-O-RHAMNOSIDE
CUPRESSACEAE#THUJA ORIENTALIS_var.MEXICANA#QUERCETIN
CYPERACEAE#BECQUERELIA DIVARICATA#QUERCETIN
CYPERACEAE#COURTOISINA CYPEROIDES_var.AFRICANA#QUERCETIN
CYPERACEAE#CYPERUS ALOPECUROIDES#
CYPERACEAE#CYPERUS AQUATILIS#QUERCETIN
CYPERACEAE#CYPERUS BOWMANII#QUERCETIN
CYPERACEAE#CYPERUS BREVIFOLIUS#QUERCETIN
CYPERACEAE#CYPERUS BULBOSUS#QUERCETIN
CYPERACEAE#CYPERUS CASTANEUS_var.CASTANEUS#QUERCETIN
CYPERACEAE#CYPERUS COMPRESSUS#QUERCETIN
CYPERACEAE#CYPERUS CUNNINGHAMII#QUERCETIN
CYPERACEAE#CYPERUS DIFFUSUS#QUERCETIN
CYPERACEAE#CYPERUS ERAGROSTIS#QUERCETIN
CYPERACEAE#CYPERUS FLACCIDUS#QUERCETIN
CYPERACEAE#CYPERUS FLAVESCENS#QUERCETIN
CYPERACEAE#CYPERUS FLAVIDUS#QUERCETIN
CYPERACEAE#CYPERUS GRACILIS#QUERCETIN
CYPERACEAE#CYPERUS HASPAN#QUERCETIN
CYPERACEAE#CYPERUS IRIA#QUERCETIN
CYPERACEAE#CYPERUS LAEVIS#QUERCETIN
CYPERACEAE#CYPERUS MACROSTACHYOS#QUERCETIN
CYPERACEAE#CYPERUS ODORATUS#QUERCETIN
CYPERACEAE#CYPERUS PEDUNCULATUS#QUERCETIN
CYPERACEAE#CYPERUS PILOSUS#QUERCETIN
CYPERACEAE#CYPERUS POLYSTACHYUS#QUERCETIN
CYPERACEAE#CYPERUS PROCERUS#QUERCETIN
CYPERACEAE#CYPERUS PROLIFER#QUERCETIN
CYPERACEAE#CYPERUS PYGMAEUS#QUERCETIN
CYPERACEAE#CYPERUS REFLEXUS#QUERCETIN
CYPERACEAE#CYPERUS ROTUNDUS#QUERCETIN
CYPERACEAE#CYPERUS SCABER#QUERCETIN
CYPERACEAE#CYPERUS SQUARROSUS#QUERCETIN
CYPERACEAE#CYPERUS SUBULATUS#QUERCETIN
CYPERACEAE#CYPERUS TENUISPICA#QUERCETIN
CYPERACEAE#CYPERUS UNIOLOIDES#QUERCETIN
CYPERACEAE#DIPLACRUM NOTOPTERUM#QUERCETIN
CYPERACEAE#ELEOCHARIS COMPLANATA#QUERCETIN
CYPERACEAE#ERIOPHORUM VAGINATUM#QUERCETIN
CYPERACEAE#FIMBRISTYLIS DICHOTOMA#QUERCETIN
CYPERACEAE#FUIRENA PACHYRRHIZA#QUERCETIN
CYPERACEAE#FUIRENA STRICTA#QUERCETIN
CYPERACEAE#GAHNIA BANIENSIS#QUERCETIN
CYPERACEAE#KYLLINGA BREVIFOLIA#QUERCETIN-3-O-BETA-APIOFURANOSYL(1-2)-BETA-GLUCOPYRANOSYL-7-O-ALPHA-RHAMNOPYRANOSYL:
CYPERACEAE#KYLLINGA BREVIFOLIA_var.LEIOCARPUS#QUERCETIN
CYPERACEAE#LEPIDOSPERMA TORTUOSUM#QUERCETIN
CYPERACEAE#LIPOCARPHA PRIEURIANA#QUERCETIN
CYPERACEAE#PYCREUS PUMILUS#QUERCETIN
CYPERACEAE#SCHOENOPLECTUS LACUSTRIS#QUERCETIN
CYPERACEAE#SCIRPUS FRONDOSUS#QUERCETIN
CYPERACEAE#SCIRPUS LITORALIS#QUERCETIN
CYPERACEAE#SCIRPUS WICHURAI#QUERCETIN
CYPERACEAE#SCLERIA BRACTEATA#QUERCETIN
CYPERACEAE#SCLERIA TESSELLATA#QUERCETIN
DAVALLIACEAE#HUMATA PECTINATA#
DEGENERIACEAE#DEGENERIA VITIENSIS#QUERCETIN
DENNSTAEDTIACEAE#HYPOLEPIS RUGOSULA#QUERCETIN-3-O-ARABINOSIDE-7-O-RHAMNOSIDE
DENNSTAEDTIACEAE#PTERIDIUM AQUILINUM#QUERCETIN#QUERCETIN-3-O-FRUCTOSIDE
DENNSTAEDTIACEAE#PTERIDIUM AQUILINUM_ssp.AQUILINUM#QUERCETIN-3-O-BETA-LAMINARIBIOSIDE
DENNSTAEDTIACEAE#PTERIDIUM AQUILINUM_var.LATIUSCULUM#QUERCETIN
DIDIEREACEAE#ALLUAUDIA HUMBERTII#QUERCETIN,6-8-DI-C-METHYL-3-3'-7-TRI-O-METHYL:
DILLENIACEAE#ACROTREMA UNIFLORUM#QUERCETIN
DILLENIACEAE#DILLENIA INDICA#QUERCETIN#QUERCETIN,3'-4'-DI-O-METHYL:
DILLENIACEAE#DILLENIA RETUSA#QUERCETIN
DILLENIACEAE#WORMIA BURBIDGEI#QUERCETIN
DILLENIACEAE#WORMIA TRIQUETRA#QUERCETIN
DIOSCOREACEAE#DIOSCOREA BULBIFERA#QUERCETIN-3-3'-5-TRIMETHOXY:
DIOSCOREACEAE#DIOSCOREA BULBIFERA_var.SATIVA#QUERCETIN
DIOSCOREACEAE#DIOSCOREA FLORIBUNDA#QUERCETIN
DIPSACACEAE#CEPHALARIA PROCERA#QUERCETIN
DIPSACACEAE#DIPSACUS SYLVESTRIS#QUERCETIN
DIPSACACEAE#KNAUTIA ARVENSIS#QUERCETIN
DIPSACACEAE#MORINA NEPALENSIS_var.ALBA#QUERCETIN-3-O-(TRANS-CAFFEOYL)-ALPHA-L-ARABINOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE
DIPSACACEAE#SCABIOSA OCHROLEUCA#QUERCETIN
DIPSACACEAE#SCABIOSA SUCCISA#QUERCETIN
DIPSACACEAE#SUCCISELLA INFLEXA#QUERCETIN
DROSERACEAE#DIONAEA MUSCIPULA#QUERCETIN-3-O-(2''-O-GALLOYL)-GLUCOSIDE
DROSERACEAE#DROSERA ANGLICA#QUERCETIN
DROSERACEAE#DROSERA MADAGASCARIENSIS#QUERCETIN
DROSERACEAE#DROSERA PELTATA#QUERCETIN
DROSERACEAE#DROSERA RAMENTACEA#QUERCETIN
DROSERACEAE#DROSERA ROTUNDIFOLIA#QUERCETIN
DRYOPTERIDACEAE#DRYOPTERIS FILIX-MAS#QUERCETIN
DRYOPTERIDACEAE#DRYOPTERIS ORNITHOPUS#QUERCETIN-3-O-ARABINOSYL-GLUCOSIDE
DRYOPTERIDACEAE#MATTEUCCIA INTERMEDIA#QUERCETIN
EBENACEAE#DIOSPYROS KAKI#QUERCETIN#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL(6-1)-ALPHA-L-RHAMNOPYRANOSIDE
EBENACEAE#DIOSPYROS KAKI_cv.SAIJO#QUERCETIN-3-(2''-O-GALLOYL)-GLUCOSIDE
EBENACEAE#DIOSPYROS ZOMBENSIS#QUERCETIN
ELAEAGNACEAE#ELAEAGNUS BOCKII#QUERCETIN-3-O-BETA-D-(2''-6''[-DI-O-ALPHA-L-RHAMNOPYRANOSYL)-GLUCOPYRANOSIDE
ELAEAGNACEAE#ELAEAGNUS LANCEOLATA#QUERCETIN-3-O-BETA-D-[2''-O-BETA-D-(6'''-O-TRANS-4-SINAPOYL)-GLUCOPYRANOSYL]-GLUCOPYRANOSYL-7-O-ALPHA-L-RHAMNOPYRNOSIDE
ELAEAGNACEAE#ELAEAGNUS MONTANA#QUERCETIN-3-O-SOPHOROSIDE
ELAEAGNACEAE#ELAEAGNUS UMBELLATA#QUERCETIN
ELAEAGNACEAE#HIPPOPHAE RHAMNOIDES#QUERCETIN#QUERCETIN-3-O-ALPHA-L-GALACTOSYL-GLUCOSIDE#QUERCETIN-3-O-GLYCOSIDE#QUERCETIN-7-O-ALPHA-L-RHAMNOSIDE
ELAEAGNACEAE#SHEPHERDIA ARGENTEA#QUERCETIN-3-O-BETA-D-GLUCOSIDE-7-RHAMNOSIDE
ELAEOCARPACEAE#CRINODENDRON PATAGUA#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS FLORIBUNDUS#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS GANITRUS#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS OBLONGUS#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS SERRATUS#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS SIKKIMENSIS#QUERCETIN
ELAEOCARPACEAE#ELAEOCARPUS TUBERCULATUS#QUERCETIN
ELAEOCARPACEAE#MUNTINGIA CALABURA#QUERCETIN
EMPETRACEAE#EMPETRUM NIGRUM#QUERCETIN
EPHEDRACEAE#EPHEDRA CAMPYLOPODA#QUERCETIN
EQUISETACEAE#EQUISETUM ARVENSE#QUERCETIN#QUERCETIN-3-O-SOPHOROSIDE
EQUISETACEAE#EQUISETUM BOGOTENSE#QUERCETIN-3-O-SOPHOROSIDE
EQUISETACEAE#EQUISETUM BOWMANII#QUERCETIN-3-O-(6''-O-MALONYL-GLUCOSIDE)
EQUISETACEAE#EQUISETUM PRATENSE#QUERCETIN-3-7-O-DIGLUCOSIDE#QUERCETIN-3-O-SOPHOROSIDE
EQUISETACEAE#EQUISETUM SPECIES#QUERCETIN-3-O-BETA-D-SOPHOROSIDE
EQUISETACEAE#EQUISETUM SYLVATICUM#QUERCETIN#QUERCETIN-3-7-O-DIGLUCOSIDE#QUERCETIN-3-GLUCOSIDE-7-RHAMNOSIDE#QUERCETIN-3-O-GLUCOSIDE-7-O-RHAMNOSIDE#QUERCETIN-3-RUTINOSIDE-7-RHAMNOSIDE
ERICACEAE#ANDROMEDA POLIFOLIA#QUERCETIN
ERICACEAE#ARCTOSTAPHYLOS COLUMBIANA#QUERCETIN
ERICACEAE#ARCTOSTAPHYLOS PATULA#QUERCETIN
ERICACEAE#ARCTOSTAPHYLOS UVA-URSI#QUERCETIN#QUERCETIN-3-O-ARABINOFURANOSIDE#QUERCETIN-3-O-BETA-D-(6-O-GALLOYL-GALACTOSIDE)
ERICACEAE#ARCTOSTAPHYLOS UVA-URSI_var.ADENOTRICHA#QUERCETIN
ERICACEAE#ARCTOSTAPHYLOS UVA-URSI_var.COACTILIS#QUERCETIN
ERICACEAE#BEFARIA CINNAMOMEA#QUERCETIN
ERICACEAE#BEFARIA GLUTINOSA#QUERCETIN
