ACANTHACEAE#THOMANDERSIA LAURIFOLIA#CYANIDIN
ARISTOLOCHIACEAE#HEXASTYLIS VIRGINICA#CYANIDIN ACYLATED GLYCOSIDES
ASCLEPIADACEAE#CALOTROPIS PROCERA#CYANIDIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
ASPLENIACEAE#ASPLENIUM TRICHOMANES#LEUCOCYANIDIN
ASPLENIACEAE#CETERACH OFFICINARUM#LEUCOCYANIDIN
ASTERACEAE#BELLIS PERENNIS_CV.SUPER#CYANIDIN-3-(2''-O-(BETA-D-GLUCURONYL)-BETA-D-GLUCOSIDE#CYANIDIN-3-O-(4''-O-(MALONYL)-2''-O-BETA-D-GLUCURONYL)-BETAD-GLUCOSIDE#CYANIDIN-3-O-(6''-O-(MALONYL)-2''-O-BETA-D-GLUCURONYL)-BETA-D-GLUCOSIDE)#CYANIDIN-3-O-(6-O-MALONYL-4-O-(BETA-D-GLUCURONYL)-BETA-D-GLUCOSIDE)
ASTERACEAE#CENTAUREA CYANUS#CYANIDIN-3-(6''-MALONYL-GLUCOSIDE)#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA GRINENSIS_SSP.FRITSCHII#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA JACEA#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA MACROPTILON_SSP.OXYLEPIS#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA MICRANTHOS#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA PANNONICA#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA PANNONICA_VAR.SEMIFIMBRIATA#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA SADLERIANA#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA SPINULOSA#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CENTAUREA SPINULOSA_VAR.HAJDONICALIS#CYANIDIN-5-O-BETA-D-GLUCOSIDE-3-O-BETA-D-(6-SUCCINYL-GLUCOSIDE)
ASTERACEAE#CHRYSANTHEMUM SPECIES#CYANIDIN-3-CAFFEOYL-DIGLUCOSIDE#CYANIDIN-3-CAFFEOYL-GLUCOSIDE#CYANIDIN-3-DICAFFEOYL-DIGLUCOSIDE
ASTERACEAE#CICHORIUM INTYBUS_CV.ROSSA#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)
ASTERACEAE#COLEOSTEPHUS MYCONIS#CYANIDIN 3-DIMALONYLGLUCOSIDE
ASTERACEAE#DAHLIA VARIABILIS_CV.SHANDY#CYANIDIN 3-(6''-MALONYLGLUCOSIDE)-5-GLUCOSIDE#CYANIDIN 3-(6''-MALONYLGLUCOSIDE)-5-MALONYLGLUCOSIDE
ASTERACEAE#DENDRANTHEMA GRANDIFLORUM_CV.AKANE#CYANIDIN-3-O-(3''-6''-O-DIMALONYL-BETA-D GLUCOPYRANOSIDE)
ASTERACEAE#DENDRANTHEMA MORIFOLIUM#CYANIDIN-3-O-(6''-MALONYL)-GLUCOSIDE
ASTERACEAE#DENDRANTHEMA MORIFOLIUM_CV.CHIYONO-BI#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)
ASTERACEAE#DENDRANTHEMA MORIFOLIUM_CV.KISHINO-SHISYU#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)
ASTERACEAE#DENDRANTHEMA MORIFOLIUM_CV.KOKKA-SEIZAN#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOSIDE)
ASTERACEAE#ECHINACEA PALLIDA#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)
ASTERACEAE#ECHINACEA PURPUREA#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)
ASTERACEAE#GERBERA SPECIES#CYANIDIN
ASTERACEAE#HAPLOPAPPUS GRACILIS#CYANIDIN
ASTERACEAE#HELENIUM SPECIES_CV.BRUNO#CYANIDIN 3-MALONYLGLUCURONOSYLGLUCOSIDE
ASTERACEAE#HELIANTHUS ANNUUS#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-3-MALONYL-XYLOSIDE#CYANIDIN-3-XYLOSIDE
ASTERACEAE#LACTUCA SATIVA_CV.RED#CYANIDIN-3-O-(6''-MALONYL-GLUCOSIDE)
ASTERACEAE#ONOPORDUM ACANTHIUM#CYANIDIN-3-5-DIGLUCOSIDE
ASTERACEAE#RUDBECKIA HIRTA#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)
ASTERACEAE#SENECIO CRUENTUS_CV.STARLET#CYANIDIN-3-MALONYL-GLUCOSIDE-3'-CAFFEYL-GLUCOSIDE#CYANIDIN-3-O-GLUCOSIDE-3'-CAFFEYL-GLUCOSIDE
ASTERACEAE#SENECIO FLAMMEUS_SSP.GLABRIFOLIUS#CYANIDIN GLYCOSIDE
ASTERACEAE#ZINNIA ELEGANS#CYANIDIN-3-5-DIGLUCOSIDE,ACETYL:
BEGONIACEAE#BEGONIA FIMBRISTIPULA#CYANIDIN#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BEGONIACEAE#BEGONIA GLABRA#DIMERIC PROANTHOCYANIDIN
BEGONIACEAE#BEGONIA SEMPERFLORENS_CV.FI-AMBRA#CYANIDIN-3-O-[2''-O-(BETA-D-XYLOPYRANOSYL)-6''-O-(ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE]
BEGONIACEAE#BEGONIA SPECIES#CYANIDIN-3-O-(2''-GLUCOSYL-6''-CIS-PARA-COUMAROYL)-GLUCOSIDE#CYANIDIN-3-O-(2''-GLUCOSYL-6''-TRANS-PARA-COUMAROYL)-GLUCOSIDE#CYANIDIN-3-O-(2''-XYLOSYL-6''-CIS-CAFFEOYL)-GLUCOSIDE#CYANIDIN-3-O-(2''-XYLOSYL-6''-CIS-PARA-COUMAROYL)-GLUCOSIDE#CYANIDIN-3-O-(2''-XYLOSYL-6''-TRANS-CAFFEOYL)-GLUCOSIDE#CYANIDIN-3-O-(2''-XYLOSYL-6''-TRANS-PARA-COUMAROYL)-GLUCOSIDE
BERBERIDACEAE#BERBERIS INTEGERRIMA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BERBERIDACEAE#BERBERIS OBLONGA#CYANIDIN-3-O-DIGLUCOSIDE
BERBERIDACEAE#BERBERIS SPHAEROCARPA#CYANIDIN-3-RUTINOSIDELUCOSIDE
BERBERIDACEAE#EPIMEDIUM CREMEUM#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BERBERIDACEAE#EPIMEDIUM DIPHYLLUM#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BERBERIDACEAE#EPIMEDIUM GRANDIFLORUM#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BERBERIDACEAE#EPIMEDIUM GRANDIFLORUM_VAR.THUNBERGIANUM#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BERBERIDACEAE#EPIMEDIUM SEMPERVIRENS#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BERBERIDACEAE#EPIMEDIUM TRIFOLIOLATO-BINATUM#CYANIDIN-3-PARA-COUMAROYL-SOPHOROSIDE
BETULACEAE#BETULA ALBA#PROANTHOCYANIDIN POLYMER
BETULACEAE#BETULA OVALIFOLIA#PROCYANIDIN B-3
BETULACEAE#BETULA PENDULA#LEUCOCYANIDIN
BETULACEAE#BETULA PLATYPHYLLA_VAR.LATIFOLIA#PROCYANIDIN B-1#PROCYANIDIN B-3
BETULACEAE#BETULA PUBESCENS#PROCYANIDIN B-1#PROCYANIDIN B-3
BETULACEAE#BETULA SPECIES#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-5#PROCYANIDIN B-6#PROCYANIDIN B-7
BETULACEAE#CORYLUS AVELLANA#PROCYANIDIN B-1#PROCYANIDIN B-3
BIGNONIACEAE#ADENOCALYMMA ALLIACEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#ARRABIDAEA BRACHYPODA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#ARRABIDAEA CHICA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CAMPSIS RADICANS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CATALPA BUNGEI#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CATALPA FARGESII#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CATALPA OVATA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CATALPA SPECIOSA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CHILOPSIS LINEARIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#CRESCENTIA ALATA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#DELOSTOMA LOBBII#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#DELOSTOMA ROSEUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#DISTICTIS RIVERSII#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
BIGNONIACEAE#JACARANDA ACUTIFOLIA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#JACARANDA CHELONIA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#JACARANDA MIMOSIFOLIA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#KIGELIA PINNATA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#MARKHAMIA PLATYCALYX#CYANIDIN
BIGNONIACEAE#PANDOREA JASMINOIDES#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#PARMENTIERA CEREIFERA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#PARMENTIERA EDULIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#PHAEDRANTHUS BUCCINITORIUS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#SPATHODEA CAMPANULATA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA ARGENTEA#CYANIDIN-3-RHAMNOGLUCO-5-GLUCOSIDE
BIGNONIACEAE#TABEBUIA CHRYSOTRICHA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA HETEROPHYLLA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA IMPETIGINOSA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA IMPETIGINOSA_VAR.PAULENSIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA PALLIDA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TABEBUIA ROSEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TECOMA ARGENTEA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TECOMA STANS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BIGNONIACEAE#TECOMARIA CAPENSIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
BLECHNACEAE#BLECHNUM BRASILIENSE_VAR.CORCOVADENSE#CYANIDIN
BOMBACACEAE#BOMBAX MALABARICUM#CYANIDIN,7-O-METHYL: 3-O-BETA-D-GLUCOSIDE
BRASSICACEAE#ARABIDOPSIS THALIANA#CYANIDIN,3-O-(2-O-(2-O-(TRANS-SINAPOYL)-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-BETA-D-GLUCOPYRANOSYL]:#CYANIDIN,3-O-(2-O-(2-O-(TRANS-SINAPOYL)-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSYL]:#CYANIDIN,3-O-(2-O-(2-O-(TRANS-SINAPOYL)-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSYL]:#CYANIDIN,3-O-(2-O-(BETA-D-XYLOPYRANOSYL)-6-O-(4-O-BETA-D-GLUCOPYRANOSYL)-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(2-O-(BETA-D-XYLOPYRANOSYL)-6-O-(4-O-TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSYL]:#CYANIDIN,3-O-(2-O-(BETA-D-XYLOPYRANOSYL)-6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(2-O-(BETA-D-XYLOPYRANOSYL)-6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-5-O-[6-O-(MALONYL)-BETA-D-GLUCOPYRANOSYL]:#CYANIDIN,3-O-(2-O-(BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN-3-O-[2-O(2-O-(SINAPOYL)-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-PARA-COUMAROYL]:#CYANIDIN-3-O-[2-O-(SINAPOYL)-BETA-D-XYLOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[6-O-MALONYL)-BETA-D-GLUCOPYRANOSIDE] METHYL ESTER#LEUCOCYANIDIN
BRASSICACEAE#BRASSICA CAMPESTRIS_VAR.CHINENSIS#CYANIDIN,3-O-(6-FERULYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-FERULYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-PARA-COUMAROYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(5-O-MALONYL#CYANIDIN,3-O-(6-O-PARA-COUMAROYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):
BRASSICACEAE#BRASSICA OLERACEA#CYANIDIN,3-O-(2-O-(BETA-D-GLUCOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-TRANS-FERULYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(2-O-(BETA-D-GLUCOPYRANOSYL)-6-O-(4-O-(BETA-D-GLUCOPYRANOSYL)-TRANS-PARA-COUMARYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-(TRANS-FERULYL)-2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-(TRANS-PARA-COUMARYL)-2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-(TRANS-SINAPYL)-2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-FERULYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-PARA-COUMAROYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-(6-O-SINAPYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-[6-O-FERULYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL]-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN,3-O-[6-O-PARA-COUMAROYL-2-O-(2-O-SINAPYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL]-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE
BRASSICACEAE#BRASSICA OLERACEA_CV.RED#CYANIDIN-3-(DI-PARA-COUMARYL)-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-(DIFERULYL)-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-(DISINAPYL)-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-FERULYL-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-MALONYL-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-PARA-COUMARYL-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-SINAPYL-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE
BRASSICACEAE#MATTHIOLA INCANA#ANTHOCYANIDIN-3-O-BETA-D-GLUCOSIDE#CYANIDIN#CYANIDIN-3-O-6-O-(TRANS-CAFFEYL)-2-O-(TRANS-SINAPYL)-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE)-5-O-6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-6-O-(TRANS-FERULYL)-2-O-(2-O-TRANS-SINAPYL)-BETA-D-XYLOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE)-5-O-6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE-5-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-6-O-(TRANS-FERULYL)-2-O-2-O-(TRANS-SINAPYL)-BETA-D-XYLOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE)-5-O-(BETA-D-GLUCOPYRANOSIDE)#CYANIDIN-3-O-[6-O-(TRANS-PARA-COUMARYL)-D-O-(2-O-(TRANS-SINAPOYL)-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE)-5-O-(6-O-(MALONYL)-BETA-D-GLUCOPYRANOSIDE]#LEUCOCYANIDIN,(+):
BRASSICACEAE#RAPHANUS SATIVUS#CYANIDIN-3-O-[6-O-TRANS-CAFFEOYL-2-O-(6-TRANS-FERULOYL-BETA-D-GLUCOPYRANOSYL)-(1-2)-BETA-D-GLUCOPYRANOSIDE]-5-O-(BETA-D-GLUCOPYRANOSIDE)#CYANIDIN-3-SOPHOROBIOSE-5-O-BETA-D-GLUCOSIDE
BROMELIACEAE#AECHMEA BRACTEATA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#AECHMEA RECURVATA_VAR.RECURVATA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#AECHMEA TILLANDSIOIDES_VAR.KIENASTII#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#AECHMEA WEILBACHII_VAR.LEODIENSIS#CYANIDIN-3'-O-BETA-D-GLUCOSYL-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE#CYANIDIN-3-3'-O-BETA-D-DIGLUCOSIDE
BROMELIACEAE#ANANAS COMOSUS#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#BILLBERGIA BUCHHOLTZII#CYANIDIN-3'-5-O-BETA-D-DIGLUCOSYL-3-O-BETA-D-RUTINOSIDE#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#BILLBERGIA BUCHHOLTZII_CV.FANTASIA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#CANISTRUM CYATHIFORME#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#CRYPTANTHUS BIVITATTUS#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#CRYPTANTHUS OSYANTHUS#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#CRYPTANTHUS ZONATUS#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#FASCICULARIA KIRCHHOFFIANA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#NEOREGELIA CAROLINAE_VAR.CAROLINAE#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#NEOREGELIA CRUENTA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#NEOREGELIA ELEUTHEROPETALA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#NIDULARIUM INNOCENTII#CYANIDIN-3-3'-5-TRI-O-BETA-D-GLUCOSIDE
BROMELIACEAE#NIDULARIUM INNOCENTII_VAR.LINEATUM#CYANIDIN-3'-O-BETA-D-GLUCOSYL-3-RUTINOSIDE#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#NIDULARIUM TERMINALE#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#PITCAIRNIA TABULAEFORMIS#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#PUYA LAXA#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BROMELIACEAE#STREPTOCALYX POEPPIGII#CYANIDIN-3-3'-5-O-BETA-D-TRIGLUCOSIDE
BURSERACEAE#SANTIRIA TRIMERA#CYANIDIN
BURSERACEAE#TETRAGASTRIS DUBIUM#CYANIDIN
CAMPANULACEAE#LOBELIA CHINENSIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
CAMPANULACEAE#LOBELIA ERINUS_CV.ROSAMOND#CYANIDIN-3-O-(6-O-(4-O-TRANS-PARA-COUMAROYL-ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GLUCOPYANOSIDE)-5-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)-3'-O-(6-O-TRANS-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE)
CANNABACEAE#HUMULUS LUPULUS#CATECHIN(4-BETA-8)-EPI-GALLOCATECHIN,EPI: (-):PROCYANIDIN B1:#CATECHIN(4-BETA-8)-EPI-GALLOCATECHIN,EPI: (-):PROCYANIDIN B2:#CATECHIN(4-BETA-8)-EPI-GALLOCATECHIN,EPI: (-):PROCYANIDIN B3:#CATECHIN(4-BETA-8)-EPI-GALLOCATECHIN,EPI: (-):PROCYANIDIN B4:#LEUCOCYANIDIN#PROANTHOCYANIDIN#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4
CANNABACEAE#HUMULUS LUPULUS_CV.WILLIAMETTTE#PROANTHOCYANIDINS
CANNACEAE#CANNA DENUDATA#CYANIDIN
CAPPARIDACEAE#BUCHHOLZIA CORIACEA#CYANIDIN
CAPPARIDACEAE#CLEOME HASSLERIANA#CYANIDIN-3-(2''-(6'''-CAFFEOYL-BETA-GLUCOPYRANOSYL)-6"-(TRANS-PARA-COUMAROYL)-BETA-GLUCOPYRANOSIDE)-5-BETA-GLUCOPYRANOSIDE:#CYANIDIN-3-(2''-(6'''-FERULOYL-BETA-GLUCOPYRANOSYL)-6"-(TRANS-PARA-COUMAROYL)-BETA-GLUCOPYRANOSIDE)-5-BETA-GLUCOPYRANOSIDE:#CYANIDIN-3-(2''-(6'''-TRANS-SINAPOYL-BETA-GLUCOPYRANOSYL)-6"-(TRANS-PARA-COUMAROYL)-BETA-GLUCOPYRANOSIDE)-5-BETA-GLUCOPYRANOSIDE:
CAPRIFOLIACEAE#LONICERA CAERULEA#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-GENTIOBIOSIDE#CYANIDIN-3-O-BETA-D-RUTINOSIDE
CAPRIFOLIACEAE#LONICERA KAMTSCHATICA#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-RUTINOSIDE
