ACANTHACEAE#THOMANDERSIA LAURIFOLIA#CYANIDIN
EPACRIDACEAE#LEUCOPOGON ERICOIDES#CYANIDIN-3-O-ARABINOSIDE
EPACRIDACEAE#PENTACHONDRA ERICAEFOLIA#CYANIDIN-3-O-ARABINOSIDE
EPHEDRACEAE#EPHEDRA LOMATOLEPIS#PROANTHOCYANIDIN
EPHEDRACEAE#EPHEDRA SPECIES#PROANTHOCYANIDIN A-5'
EQUISETACEAE#EQUISETUM MAXIMUM#EQUISETUM PROANTHOCYANIDIN
ERICACEAE#ARCTOSTAPHYLOS UVA-URSI#CYANIDIN
ERICACEAE#CALLUNA VULGARIS#LEUCOCYANIDIN#PROCYANIDIN#PROCYANIDIN A-1#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-6#PROCYANIDIN B-7#PROCYANIDIN B-8#PROCYANIDIN C-1#PROCYANIDIN C-2#PROCYANIDIN D-1#PROCYANIDIN D-2#PROCYANIDIN E#PROCYANIDIN F#PROCYANIDIN G
ERICACEAE#GAULTHERIA YUNNANENSE#PROANTHOCYANIDIN A-2
ERICACEAE#OXYDENDRUM ARBOREUM#CYANIDIN-3-O-ARABINOSIDE
ERICACEAE#PERNETTYA POEPPIGII#CYANIDIN
ERICACEAE#RHODODENDRON INDICUM#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN C-1#PROCYANIDIN D-1
ERICACEAE#RHODODENDRON OBTUSUM_CV.#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSYL-5-O-BETA-D-GLUCOSIDE
ERICACEAE#RHODODENDRON PONTICUM#CYANIDIN#PROCYANIDIN B-3#PROCYANIDIN B-6#PROCYANIDIN B-8#PROCYANIDIN C-2#PROCYANIDIN D-1#PROCYANIDIN G
ERICACEAE#RHODODENDRON RUBIGINOSUM#CYANIDIN
ERICACEAE#RHODODENDRON SIMSII_CV.#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSYL-5-O-BETA-D-GLUCOSIDE
ERICACEAE#RHODODENDRON SIMSII_CV.V93#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-ARABINOSIDE-5-GLUCOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-GALACTOSIDE-5-GLUCOSIDE
ERICACEAE#RHODODENDRON SPECIES_CV.LEMS#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#RHODODENDRON SPECIES_CV.RED#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-ARABINOSIDE-5-GLUCOSIDE#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#RHODODENDRON THOMSONII#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE
ERICACEAE#VACCINIUM AMOENUM#CYANIDIN
ERICACEAE#VACCINIUM ANGUSTIFOLIUM#CYANIDIN#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#VACCINIUM ARBOREUM#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE
ERICACEAE#VACCINIUM ASHEI#ANTHOCYANIDINS,PRO:#CYANIDIN
ERICACEAE#VACCINIUM ASHEI_CV.HOMEBELL#CYANIDIN
ERICACEAE#VACCINIUM ASHEI_CV.TIFBLUE#CYANIDIN
ERICACEAE#VACCINIUM ATROCOCCUM#CYANIDIN
ERICACEAE#VACCINIUM AUSTRALE#CYANIDIN
ERICACEAE#VACCINIUM CORYMBOSUM#CYANIDIN#CYANIDIN-3-BETA-D-GLUCOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE#PROANTHOCYANIDIN POLYMER
ERICACEAE#VACCINIUM CORYMBOSUM_CV.BLUECROP#CYANIDIN
ERICACEAE#VACCINIUM CORYMBOSUM_CV.CROATAN#CYANIDIN
ERICACEAE#VACCINIUM CORYMBOSUM_CV.WOLCOTT#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE
ERICACEAE#VACCINIUM DARROWII#CYANIDIN
ERICACEAE#VACCINIUM ELLIOTTII#CYANIDIN
ERICACEAE#VACCINIUM FLORIBUNDUM#CYANIDIN
ERICACEAE#VACCINIUM JAPONICUM#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#VACCINIUM MACROCARPON#CYANIDIN#CYANIDIN 3-O-BETA-D-ARABINOSIDE#CYANIDIN 3-O-BETA-D-GALACTOSIDE#CYANIDIN ARABINOSIDE#CYANIDIN GALACTOSIDE#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-O-GALACTOSIDE#PROANTHOCYANIDIN POLYMERS#VACCINIUM PROANTHOCYANIDINS
ERICACEAE#VACCINIUM MACROCARPON_CV.EARLY#CYANIDIN-3-O-ARABINOSIDE#PROCYANIDIN A-2#PROCYANIDIN B-2
ERICACEAE#VACCINIUM MACROCARPON_VAR.EARLY#CYANIDIN GLYCOSIDE#CYANIDIN-3-GALACTOSIDE
ERICACEAE#VACCINIUM MYRSINITES#CYANIDIN
ERICACEAE#VACCINIUM MYRTILLOIDES#CYANIDIN
ERICACEAE#VACCINIUM MYRTILLUS#CYANIDIN#CYANIDIN GLYCOSIDE#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-O-ALPHA-L-ARABINOPYRANOSIDE#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-BETA-D-GALACTOPYRANOSIDE#CYANIDIN-3-O-GALACTOSIDE#PROCYANIDIN A-1#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN C-1
ERICACEAE#VACCINIUM OLDHAMI#PROANTHOCYANIDIN A-2
ERICACEAE#VACCINIUM OXYCOCCOS#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-GALACTOSIDE
ERICACEAE#VACCINIUM PADIFOLIUM#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-SAMBUBIOSIDE
ERICACEAE#VACCINIUM PAHALAE#PROANTHOCYANIDIN B-2
ERICACEAE#VACCINIUM PALLIDUM#CYANIDIN
ERICACEAE#VACCINIUM STAMINEUM#CYANIDIN
ERICACEAE#VACCINIUM TENELLUM#CYANIDIN
ERICACEAE#VACCINIUM ULIGINOSUM#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#VACCINIUM ULIGINOSUM_CV.GERBERT#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#VACCINIUM ULIGINOSUM_CV.RANCOCAS#CYANIDIN-3-O-GALACTOSIDE
ERICACEAE#VACCINIUM VITIS-IDAEA#CYANIDIN#CYANIDIN-3-ARABINOSIDE#CYANIDIN-3-GALACTOSIDE#CYANIDIN-3-O-ARABINOSIDE#CYANIDIN-3-O-GALACTOSIDE#PROANTHOCYANIDIN#PROANTHOCYANIDIN A-1#PROANTHOCYANIDIN A-2#PROCYANIDIN A-1#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-6#PROCYANIDIN B-7#PROCYANIDIN B-8#PROCYANIDIN C-2#PROCYANIDIN D-2
ERYTHROXYLACEAE#ERYTHROXYLUM NOVOGRANATENSE#PROCYANIDIN B-1#PROCYANIDIN B-3
EUPHORBIACEAE#ACALYPHA HISPIDA#CYANIDIN-3-O-(2''-GALLOYL-BETA-GALACTOPYRANOSIDE#CYANIDIN-3-O-(2''-O-GALLOYL-6''-O-ALPHA-RHAMNOPYRANOSYL-BETA-GALACTOPYRANOSIDE#CYANIDIN-3-O-BETA-GALACTOPYRANOSIDE
EUPHORBIACEAE#ANTHOSTEMA AUBRYANUM#CYANIDIN
EUPHORBIACEAE#BISCHOFIA JAVANICA#PROCYANIDIN B-1
EUPHORBIACEAE#CLEISTANTHUS STIPITATUS#LEUCOCYANIDIN
EUPHORBIACEAE#CROTON LECHLERI#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4
EUPHORBIACEAE#CROTON URUCURANA#PROCYANIDIN B-3
EUPHORBIACEAE#DICHOSTEMMA GLAUCESCENS#CYANIDIN
EUPHORBIACEAE#DISCOGLYPREMNA CALONEURA#CYANIDIN
EUPHORBIACEAE#EUPHORBIA HELIOSCOPIA#CYANIDIN GLYCOSIDE
EUPHORBIACEAE#EUPHORBIA HIRTA#CYANIDIN-3-5-O-BETA-D-DIGLUCOSIDE#LEUCOCYANIDIN
EUPHORBIACEAE#EUPHORBIA PULCHERRIMA#CYANIDIN
EUPHORBIACEAE#JOANNESIA PRINCEPS#PROANTHOCYANIDIN I#PROANTHOCYANIDIN II#PROANTHOCYANIDIN III#PROANTHOCYANIDIN IV
EUPHORBIACEAE#MAPROUNEA MEMBRANACEA#CYANIDIN
EUPHORBIACEAE#MAREYOPSIS LONGIFOLIA#CYANIDIN
EUPHORBIACEAE#MARTRETIA QUADRICORNIS#CYANIDIN
EUPHORBIACEAE#PROTOMEGABARIA STAPFIANA#CYANIDIN
EUPHORBIACEAE#UAPACA STAUDTII#CYANIDIN
FABACEAE#ACACIA ANGUSTISSIMA#CYANIDIN
FABACEAE#ACACIA DEALBATA#CYANIDIN
FABACEAE#ACACIA NILOTICA_VAR.ADONSONII#LEUCOCYANIDIN
FABACEAE#ACACIA SUMA#PROANTHOCYANIDIN
FABACEAE#AIRYANTHA SCHWEINFURTHII#CYANIDIN
FABACEAE#ALBIZIA GRANDIBRACTEATA#CYANIDIN
FABACEAE#ALBIZIA LEBBEK#PROCYANIDIN B-2#PROCYANIDIN B-5#PROCYANIDIN C-1
FABACEAE#ALHAGI KIRGHISORUM#PROANTHOCYANIDIN,POLY:
FABACEAE#ALHAGI KIRGISORUM#PROANTHOCYANIDIN,POLY:
FABACEAE#ALHAGI PSEUDALHAGI#ALHAGI PROANTHOCYANIDIN
FABACEAE#ALHAGI SPARSIFOLIA#PROANTHOCYANIDIN B-1
FABACEAE#ANGYLOCALYX PYNAERTII#CYANIDIN
FABACEAE#ANTHONOTHA GRACILLIFLORA#CYANIDIN
FABACEAE#ANTHONOTHA LAMPROPHYLLA#CYANIDIN
FABACEAE#ANTHONOTHA MACROPHYLLA#CYANIDIN
FABACEAE#ARACHIS HYPOGAEA#PROANTHOCYANIDIN A-1#PROANTHOCYANIDIN A-2
FABACEAE#BAIKIAEA INSIGNIS#CYANIDIN
FABACEAE#BAUHINIA VARIEGATA#CYANIDIN-3-O-BETA-D-GENTIOBIOSIDE
FABACEAE#BERLINIA AURICULATA#CYANIDIN
FABACEAE#BERLINIA BRACTEOSA#CYANIDIN
FABACEAE#BUTEA MONOSPERMA#CYANIDIN
FABACEAE#CAMOENSIA BREVICALYX#CYANIDIN
FABACEAE#CAMPYLOTROPIS HIRTELLA#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-5#PROCYANIDIN C-1
FABACEAE#CASSIA FISTULA#PROCYANIDIN B-2#PROCYANIDIN B-2,(+):#PROCYANIDIN B-2,(-):#PROCYANIDIN CF-I
FABACEAE#CASSIA FLORIBUNDA#LEUCOCYANIDIN-4'-7-O-DIMETHYL-3-O-BETA-D-GLUCOSIDE#LEUCOCYANIDIN-4'-7-O-DIMETHYL-3-O-RUTINOSIDE
FABACEAE#CASSIA JAVANICA#LEUCOCYANIDIN#LEUCOCYANIDIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE
FABACEAE#CASSIA NODOSA#CYANIDIN-3-O-BETA-D-GENTIOBIOSIDE
FABACEAE#CASSIA NOMAME#PROCYANIDIN B-3
FABACEAE#CASSIA ROXBURGHII#LEUCOCYANIDIN
FABACEAE#CRYPTOSEPALUM PELLEGRINIANUM#CYANIDIN
FABACEAE#CYNOMETRA HANKEI#CYANIDIN
FABACEAE#DELONIX REGIA#CYANIDIN-3-O-BETA-D-GENTIOBIOSIDE
FABACEAE#DESMODIUM ADSCENDENS#CYANIDIN-3-O-SOPHOROSIDE
FABACEAE#DICHROSTACHYS CINEREA#PROANTHOCYANIDIN
FABACEAE#ERYTHRINA EXCELSA#CYANIDIN#CYANIDIN-3-O-SOPHOROSIDE
FABACEAE#ERYTHRINA SENEGALENSIS#CYANIDIN-3-O-BETA-D-RUTINOSIDE
FABACEAE#ERYTHRINA SUBEROSA#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
FABACEAE#ERYTHRINA VOGELII#CYANIDIN-3-O-RHAMNOSIDE
FABACEAE#ERYTHROPHLEUM IVORENSE#CYANIDIN
FABACEAE#GUIBOURTIA DEMEUSEI#CYANIDIN
FABACEAE#HYMENOSTEGIA AFZELII#CYANIDIN
FABACEAE#INDIGOFERA HEBEPETALA#CYANIDIN
FABACEAE#INDIGOFERA HETERANTHA#CYANIDIN
FABACEAE#LATHYRUS LAXIFLORUS#PROCYANIDIN
FABACEAE#LATHYRUS PRATENSIS#PROCYANIDIN
FABACEAE#LEONARDOXA AFRICANA#CYANIDIN
FABACEAE#LESPEDEZA CAPITATA#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN B-6#PROCYANIDIN C-2
FABACEAE#LIBREVILLEA KLAINEI#CYANIDIN
FABACEAE#LOTUS PEDUNCULATUS#PROANTHOCYANIDIN POLYMER#PROCYANIDIN
FABACEAE#LUPINUS SPECIES#CYANIDIN-3-(6''-MALONYL-GLUCOSIDE)
FABACEAE#MACHAERIUM FLORIBUNDUM#POLYMERIC PROCYANIDIN(MACHAERIUM FLORIBUNDUM)
FABACEAE#MEDICAGO SATIVA_CV.BEAVER#MEDICAGO PROANTHOCYANIDIN POLYMER
FABACEAE#MILLETTIA DURA#CYANIDIN
FABACEAE#MILLETTIA ZECHIANA#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
FABACEAE#MOGHANIA MACROPHYLLA#CYANIDIN#PROCYANIDIN
FABACEAE#ONOBRYCHIS VICIAEFOLIA#PROANTHOCYANIDIN POLYMER
FABACEAE#ONONIS COLUMNAE#CYANIDIN
FABACEAE#ONONIS NATRIX#CYANIDIN#PROCYANIDIN
FABACEAE#ONONIS REPENS#CYANIDIN
FABACEAE#ONONIS ROTUNDIFLORA#CYANIDIN
FABACEAE#ORMOSIA SUMATRANA#PROCYANIDIN A-2,3'-O-CINNAMOYL:
FABACEAE#PELTOPHORUM FERRUGINEUM#LEUCOCYANIDIN,(+):#LEUCOCYANIDIN-3-O-ALPHA-D-GALACTOPYRANOSIDE
FABACEAE#PITHECELLOBIUM LOBATUM#PROCYANIDIN B-3#PROCYANIDIN B-4
FABACEAE#PROSOPIS JULIFLORA#LEUCOCYANIDIN-3-O-BETA-D-GLUCOPYRANOSIDE
FABACEAE#RIEDELIELLA GRACILIFLORA#PROCYANIDIN B-1#PROCYANIDIN B-3
FABACEAE#ROBINIA FERTILIS#PROCYANIDIN
FABACEAE#SARACA ASOCA#LEUCOCYANIDIN#PROCYANIDIN B#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-2,11'-DEOXY:
FABACEAE#SARACA INDICA#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
FABACEAE#SESBANIA GRANDIFLORA#LEUCOCYANIDIN
FABACEAE#SESBANIA SESBAN#CYANIDIN
FABACEAE#TEPHROSIA PURPUREA#CYANIDIN
FABACEAE#TRIFOLIUM PRATENSE#PROCYANIDIN OLIGOMERS
FABACEAE#VICIA FABA#CYANIDIN#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN B-4
FABACEAE#VICIA SATIVA#CYANIDIN GLYCOSIDE
FABACEAE#VIGNA ANGULARIS_CV.DAINAGON#PROCYANIDIN B-1#PROCYANIDIN B-3
FABACEAE#XYLIA DOLABRIFORMIS#DOLABRIPROANTHOCYANIDIN
FAGACEAE#QUERCUS DENTATA#PROCYANIDIN B-3
FAGACEAE#QUERCUS GLAUCA#PROCYANIDIN B-4
FAGACEAE#QUERCUS MARILANDICA#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN B-3 3-O-BETA-D-GLUCOPYRANOSIDE
FAGACEAE#QUERCUS MIYAGII#PROCYANIDIN B 3-3''-O-ALPHA-L-RHAMNOPYRANOSIDE#PROCYANIDIN B-1#PROCYANIDIN B-1 3''-O-GALLATE#PROCYANIDIN B-3#PROCYANIDIN B-3 3-O-ALPHA-L-RHAMNOPYRANOSIDE#PROCYANIDIN B-6#PROCYANIDIN B-7
FAGACEAE#QUERCUS PETRAEA#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN B-6#PROCYANIDIN B-7#PROCYANIDIN C-1
FAGACEAE#QUERCUS PHILLYRAEOIDES#PROCYANIDIN B-1#PROCYANIDIN B-3
FAGACEAE#QUERCUS ROBUR#PROANTHOCYANIDIN D-14#PROANTHOCYANIDIN D-15#PROANTHOCYANIDIN D-16#PROANTHOCYANIDIN D-17#PROANTHOCYANIDIN D-18#PROANTHOCYANIDIN D-19#PROCYANIDIN B-1#PROCYANIDIN B-3#PROCYANIDIN B-6#PROCYANIDIN B-8#PROCYANIDIN C-2
FAGACEAE#QUERCUS STENOPHYLLA#PROCYANIDIN B-1#PROCYANIDIN B-3
GENTIANACEAE#EUSTOMA GRANDIFLORUM#CYANIDIN-3-O-BETA-D-GALACTOPYRANOSIDE-5-O-BETA-D-[6-CIS-PARA-COUMAROYL-GLUCOPYRANOSIDE]#CYANIDIN-3-O-BETA-D-GALACTOPYRANOSIDE-5-O-BETA-D-[6-TRANS-PARA-COUMAROYL-GLUCOPYRANOSIDE]#CYANIDIN-3-O-BETA-D-[6-O-ALPHA-L-RHAMNOPYRANOSYL-GALACTOSIDE]-5-O-BETA-D-[6-CIS-PARA-COUMAROYL-GLUCOPYRANOSIDE]#CYANIDIN-3-O-BETA-D[6-O-ALPHA-L-RHAMNOPYRANOSYL-GALACTOSIDE]-5-O-BETA-D-[6-TRANS-PARA-COUMAROYL-GLUCOPYRANOSIDE]
GERANIACEAE#ERODIUM CICUTARIUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE#CYANIDIN-5-O-BETA-D-GLUCOSIDE
GERANIACEAE#GERANIUM SANGUINEUM#PROANTHOCYANIDIN 1#PROANTHOCYANIDIN 2#PROANTHOCYANIDIN 3
GERANIACEAE#PELARGONIUM DOMESTICUM#CYANIDIN
GESNERIACEAE#AESCHYNANTHUS PARVIFOLIUS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#BOEA HYGROSCOPICA#CYANIDIN GLYCOSIDE
GESNERIACEAE#SINNINGIA GLORIOSA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
GESNERIACEAE#STREPTOCARPUS CAULESCENS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS CYANANDRUS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS DAVIESII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS DUNNII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS GALPINII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS GARDENII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS GRACILIS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS GRANDIS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS HAYGARTHII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS INSIGNIS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS JOHANNIS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS MICHELMOREI#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS POLACKII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS POLYANTHUS#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS REXII#CYANIDIN-3-SAMBUBIOSIDE
GESNERIACEAE#STREPTOCARPUS WENDLANDII#CYANIDIN-3-SAMBUBIOSIDE
GINKGOACEAE#GINKGO BILOBA#CYANIDIN#PROANTHOCYANIDIN
GLOBULARIACEAE#GLOBULARIA ALYPUM#CYANIDIN
HAMAMELIDACEAE#HAMAMELIS VIRGINIANA#CYANIDIN#O-1#PROANTHOCYANIDINS#PROCYANIDIN B-3#PROCYANIDIN-PRODELPHINIDIN OLIGOMER#PROCYANIDIN-PRODELPHINIDIN OLIGOMER O-2#PROCYANIDIN-PRODELPHINIDIN OLIGOMER O-3#PROCYANIDIN-PRODELPHINIDIN OLIGOMER O-4
HAMAMELIDACEAE#LIQUIDAMBAR STYRACIFLUA#PROCYANIDIN B-3
HIPPOCASTANACEAE#AESCULUS CARNEA#PROANTHOCYANIDIN POLYMER
HIPPOCASTANACEAE#AESCULUS HIPPOCASTANUM#CYANIDIN#PROANTHOCYANIDIN A-2#PROANTHOCYANIDIN A-4#PROANTHOCYANIDIN A-6#PROANTHOCYANIDIN A-7#PROANTHOCYANIDIN POLYMER#PROCYANIDIN A-1#PROCYANIDIN A-2#PROCYANIDIN A-4#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN C-1#PROCYANIDIN D-1#PROCYANIDIN D-2#PROCYANIDIN E#PROCYANIDIN G
HIPPOCRATEACEAE#REISSANTIA PARVIFOLIA#CYANIDIN
HIPPOCRATEACEAE#SALACIA CHINENSIS#PROANTHOCYANIDIN(MP 210-225)#PROANTHOCYANIDIN(MP 218-230)
HYDROCHARITACEAE#EGERIA DENSA#CYANIDIN,5-O-METHYL: 3-O-BETA-D-GLUCOSIDE
HYDROCHARITACEAE#ELODEA NUTTALLII#CYANIDIN,5-O-METHYL: 3-O-BETA-D-GLUCOSIDE
HYDROPHYLLACEAE#HYDROPHYLLUM TENUIPES#CYANIDIN-3-5-DIGLUCOSIDE
HYDROPHYLLACEAE#HYDROPHYLLUM VIRGINICUM#CYANIDIN-3-5-DIGLUCOSIDE
ICACINACEAE#LAVIGERIA MACROCARPA#CYANIDIN
ICACINACEAE#LEPTAULUS DAPHNOIDES#CYANIDIN
ICACINACEAE#RHAPHIOSTYLIS BENINENSIS#CYANIDIN
ICACINACEAE#RHAPHIOSTYLIS FUSCA#CYANIDIN
ILLICIACEAE#ILLICIUM ANISATUM#PROCYANIDIN A-1#PROCYANIDIN B-1#PROCYANIDIN B-7
ILLICIACEAE#ILLICIUM MANIPURENSE#PROCYANIDIN
IRIDACEAE#CROCUS SATIVUS#CYANIDIN
IRIDACEAE#IRIS ENSATA_VAR.ENSATA#CYANIDIN-3-(PARA-COUMAROYL)-RUTINOSIDE
IRIDACEAE#PATERSONIA FRAGILIS#PROCYANIDIN
IRIDACEAE#PATERSONIA GLABRATA#PROCYANIDIN
IRIDACEAE#PATERSONIA LONGIFOLIA#PROCYANIDIN
IRIDACEAE#PATERSONIA SERICEA#PROCYANIDIN
JUNCACEAE#JUNCUS ACUTIFLORUS#PROCYANIDIN
JUNCACEAE#PRIONIUM SERRATUM#PROCYANIDIN
JUNCACEAE#ROSTKOVIA MAGELLANICA#PROCYANIDIN
LAMIACEAE#AJUGA PYRAMIDALIS_CV.MATALLICA#CYANIDIN,3-O-[(6-O-TRANS-FERULYL)-2-O-(6-O-TRANS-FERULYL)-BETA-D-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSYL]-5-O-(6-O-MALONYL)-BETA-D-GLUCOPYRANOSYL:
LAMIACEAE#AJUGA REPTANS#CYANIDIN,3-(FERULOXY-PARA-COUMAROYL)-SOPHOROSYL-5-MALONYL-GLUCOSYL:#CYANIDIN,3-O-[2-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL)-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL)]-5-O-(BETA-D-GLUCOPYRANOSYL):#CYANIDIN-3-(DI-PARA-COUMAROYL)SOPHOROSIDE-5-MALONYLGLUCOSIDE#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-O-(2-O-6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL)-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL)-5-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE
LAMIACEAE#COLEUS BLUMEI_CV.12TH#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSYL-PARA COUMARATE
LAMIACEAE#LAMIUM ALBUM_VAR.BARBATUM#CYANIDIN GLYCOSIDE
LAMIACEAE#LAVANDULA PEDUNCULATA#CYANIDIN
LAMIACEAE#MENTHA ROTUNDIFOLIA#CYANIDIN
LAMIACEAE#PERILLA CRISPA#CYANIDIN-3-FERULOYL-GLUCOSIDE:#CYANIDIN-3-O-GLUCOSIDE-5-GLUCOSIDE#CYANIDIN-3-PARA-COUMAROYL-GLUCOSIDE-5-GLUCOSIDE
LAMIACEAE#PERILLA FRUTESCENS_VAR.CRISPA#CYANIDIN,3-O-(6-O-TRANS-FERULYL-BETA-GLUCOPYRANOSIDE)-5-O-(6-O-MALONYL-BETA-GLUCOPYRANOSIDE):#CYANIDIN,3-O-(6-O-TRANS-FERULYL-BETA-GLUCOPYRANOSIDE)-5-O-)-BETA-GLUCOPYRANOSIDE):
LAMIACEAE#PRUNELLA VULGARIS_SSP.ASIATICA#CYANIDIN GLYCOSIDE
LAMIACEAE#SALVIA COCCINEA#CYANIDIN-3-CAFFEOYL-GLUCOSIDE-5-DIMALONYL-GLUCOSIDE#CYANIDIN-3-PARA-COUMAROYL-GLUCOSIDE-5-DIMALONYL-GLUCOSIDE
LAMIACEAE#STACHYS SPECIES#CYANIDIN-3-(PARA-COUMAROYL-GLUCOSIDE)
LARDIZABALACEAE#AKEBIA QUINATA#CYANIDIN-3-PARA-COUMAROYL-GLUCOSIDE#CYANIDIN-3-PARA-COUMAROYL-XYLOSYL-GLUCOSIDE
LAURACEAE#BEILSCHMIEDIA SPECIES#CYANIDIN
LAURACEAE#CINNAMOMUM BURMANNII#PROCYANIDIN TYPE A POLYMER
LAURACEAE#CINNAMOMUM CAMPHORA#PROANTHOCYANIDIN A-1
LAURACEAE#CINNAMOMUM CASSIA#PROCYANIDIN#PROCYANIDIN A-2#PROCYANIDIN B 6-C-BETA-D-GLUCOPYRANOSIDE#PROCYANIDIN B 8-C-BETA-D-GLUCOPYRANOSIDE#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-7#PROCYANIDIN C-1
